No,filename,data_split,Links,main_label,sub_label,Healthy Lifestyle and Weight Loss,Weight Lifting,Running,Yoga,Haircare,Makeup,Skincare,Outfit,Accommodation,Adventure,Culture,Food and drink,duration,frame_count,height,width,fps
99,Sport_99.mp4,validation,https://www.tiktok.com/@allianz_ayudhya/video/7255336465746513153?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,64.76666667,1943,960,540,30
100,Sport_100.mp4,train,https://www.tiktok.com/@annedayyyy/video/6948413871237401857?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,60,1800,960,540,30
101,Sport_101.mp4,test,https://www.tiktok.com/@annedayyyy/video/6954361013764459778?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,59.76666667,1793,960,540,30
101,Sport_101.mp4,validation,https://www.tiktok.com/@annedayyyy/video/6954361013764459778?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,59.76666667,1793,960,540,30
102,Sport_102.mp4,train,https://www.tiktok.com/@anonnxxxx/video/7304600169243217158?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,18.96666667,569,1024,576,30
103,Sport_103.mp4,test,https://www.tiktok.com/@aof_phongsak39/video/7188088296537459995?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,60.2,1806,1024,576,30
103,Sport_103.mp4,validation,https://www.tiktok.com/@aof_phongsak39/video/7188088296537459995?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,60.2,1806,1024,576,30
104,Sport_104.mp4,train,https://www.tiktok.com/@arnon_football/video/7295735373131500805?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,20.03333333,601,1024,576,30
105,Sport_105.mp4,test,https://www.tiktok.com/@aurunning/video/7240348607717674267?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,12.66666667,380,1024,576,30
105,Sport_105.mp4,validation,https://www.tiktok.com/@aurunning/video/7240348607717674267?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,12.66666667,380,1024,576,30
106,Sport_106.mp4,train,https://www.tiktok.com/@bank_missiontorun/video/7209050742034894086?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,59.16666667,1775,1024,576,30
107,Sport_107.mp4,train,https://www.tiktok.com/@benedicteking/video/7257626883884469510?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,27.36666667,821,1024,576,30
108,Sport_108.mp4,train,https://www.tiktok.com/@best_nong_or/video/7112009234002218267?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,16.73333333,502,1024,576,30
109,Sport_109.mp4,train,https://www.tiktok.com/@best_nong_or/video/7132310794468969754?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,16.46666667,494,1024,576,30
110,Sport_110.mp4,train,https://www.tiktok.com/@best_nong_or/video/7134668787449892123?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,12.53333333,376,1024,576,30
111,Sport_111.mp4,train,https://www.tiktok.com/@best_nong_or/video/7192037597730950426?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,22.86666667,686,1024,576,30
112,Sport_112.mp4,train,https://www.tiktok.com/@best_nong_or/video/7219866696947911962?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,101.5666667,3047,1024,576,30
113,Sport_113.mp4,train,https://www.tiktok.com/@best_nong_or/video/7239532043107863813?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,82.2,2466,1024,576,30
114,Sport_114.mp4,train,https://www.tiktok.com/@best_nong_or/video/7291108185941871878?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,25.03333333,751,1024,576,30
115,Sport_115.mp4,train,https://www.tiktok.com/@bgpu_official/video/7246342142648519942?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,48.73333333,1462,1024,576,30
116,Sport_116.mp4,train,https://www.tiktok.com/@cxpz.7/video/7178730012726643994?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,55.83333333,1675,1024,576,30
117,Sport_117.mp4,train,https://www.tiktok.com/@favorite_view59/video/7230080945515334917?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,86.5,2595,1024,576,30
118,Sport_118.mp4,train,https://www.tiktok.com/@fb.apinya_santiwarawit/video/7293052372220218629?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,27.4,822,1024,576,30
119,Sport_119.mp4,train,https://www.tiktok.com/@ferncharida/video/7170698764011834650?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,39.53333333,1186,1024,576,30
120,Sport_120.mp4,train,https://www.tiktok.com/@hellahgood/video/7218689717460569387?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,16.83333333,505,1024,576,30
121,Sport_121.mp4,train,https://www.tiktok.com/@hugrun_ded/video/7205740802297957638?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,38.13333333,1144,1024,576,30
122,Sport_122.mp4,train,https://www.tiktok.com/@hugrun_ded/video/7215021142547909914?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,47.46666667,1424,1024,576,30
123,Sport_123.mp4,train,https://www.tiktok.com/@ikkyuneverdie789/video/7099661038118882587?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,60.16666667,1805,960,540,30
124,Sport_124.mp4,train,https://www.tiktok.com/@ikkyuneverdie89/video/7254927386100206854?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,119.5666667,3587,1024,576,30
125,Sport_125.mp4,train,https://www.tiktok.com/@its_markayz/video/7295128047949188394?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,22.3,669,1024,576,30
126,Sport_126.mp4,train,https://www.tiktok.com/@jaredemanuele/video/7277721679994850602?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,19.1,573,1024,576,30
127,Sport_127.mp4,train,https://www.tiktok.com/@jaredemanuele/video/7280668673965198638?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,11.86666667,356,1024,576,30
128,Sport_128.mp4,train,https://www.tiktok.com/@jarinporn_boonrit/video/7298168404731596038?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,15.9,477,1024,576,30
129,Sport_129.mp4,train,https://www.tiktok.com/@jaylatofit/video/7248955218132618502?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,52.7,1581,1024,576,30
130,Sport_130.mp4,train,https://www.tiktok.com/@jaylatofit/video/7282733425574857989?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,15.36666667,461,1024,576,30
131,Sport_131.mp4,train,https://www.tiktok.com/@jaylatofit/video/7302443106396392710?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,50.9,1527,1024,576,30
132,Sport_132.mp4,train,https://www.tiktok.com/@jomjam._/video/7279232607974395142?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,12.66666667,380,1024,576,30
133,Sport_133.mp4,train,https://www.tiktok.com/@khing_pin/video/7174979691466493210?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,61.9,1857,1024,576,30
134,Sport_134.mp4,train,https://www.tiktok.com/@khing_pin/video/7235225024058100998?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,18.53333333,556,1024,576,30
135,Sport_135.mp4,train,https://www.tiktok.com/@kkabbbbbbbbb/video/7258533445222059270?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,71.66666667,2150,540,302,30
136,Sport_136.mp4,train,https://www.tiktok.com/@krufirsthappyfirst/video/7217703133516991770?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,36.46666667,1094,1024,576,30
137,Sport_137.mp4,train,https://www.tiktok.com/@_mang_korn/video/7239638093219794182?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,10.56666667,317,1024,576,30
138,Sport_138.mp4,train,https://www.tiktok.com/@_mang_korn/video/7303017254399085829?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,42.03333333,1261,1024,576,30
139,Sport_139.mp4,train,https://www.tiktok.com/@mattchoi6/video/7156997463956639018?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,22.03333333,661,1024,576,30
140,Sport_140.mp4,train,https://www.tiktok.com/@mattchoi6/video/7232012445823372590?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,51.8,1554,1024,576,30
141,Sport_141.mp4,train,https://www.tiktok.com/@not_pati/video/7077774120628309275,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,49.53333333,1486,1024,576,30
142,Sport_142.mp4,train,https://www.tiktok.com/@nuchji1996/video/7299242735805009157?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,17.6,528,1024,576,30
143,Sport_143.mp4,train,https://www.tiktok.com/@nunninsiri/video/7109471149305679130,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,20.13333333,604,1024,576,30
144,Sport_144.mp4,train,https://www.tiktok.com/@ohwhoisit6/video/7252638209107086597?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,20.36666667,611,1024,576,30
145,Sport_145.mp4,train,https://www.tiktok.com/@palmjutiporn/video/7241802204422704389?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,59.46666667,1784,1024,576,30
146,Sport_146.mp4,train,https://www.tiktok.com/@phiphat_t/video/7040391686328995098?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,10.43333333,313,960,540,30
147,Sport_147.mp4,train,https://www.tiktok.com/@pichat80/video/7267619441360309510?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,89.7,2691,1024,576,30
148,Sport_148.mp4,train,https://www.tiktok.com/@pl_beauty_secrets/video/7277049432137354502?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,10.63333333,319,1024,576,30
149,Sport_149.mp4,train,https://www.tiktok.com/@ployhong/video/7264400772341845254?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,17.63333333,529,1024,576,30
150,Sport_150.mp4,train,https://www.tiktok.com/@ponn_100/video/7215456177331653914?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,63.06666667,1892,1024,576,30
151,Sport_151.mp4,train,https://www.tiktok.com/@ponn_100/video/7223335672201891078?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,51.06666667,1532,1024,576,30
152,Sport_152.mp4,train,https://www.tiktok.com/@praew23233232/video/7265891417686396165?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,14.73333333,442,1024,576,30
153,Sport_153.mp4,train,https://www.tiktok.com/@preawjiid/video/7257160273457466630?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,19.03333333,571,1026,576,30
154,Sport_154.mp4,train,https://www.tiktok.com/@preawjiid/video/7264538306241727749?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,21.73333333,652,1024,576,30
155,Sport_155.mp4,train,https://www.tiktok.com/@preawjii/video/7289447514204278021?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,11.1,333,1024,576,30
156,Sport_156.mp4,train,https://www.tiktok.com/@ric.fit/video/7222652210281319682?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,36.46666667,1094,1024,576,30
207,Beauty_207.mp4,test,https://www.tiktok.com/@148cm.xq/video/7306890580200525061,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,30.46666667,914,1024,576,30
207,Beauty_207.mp4,validation,https://www.tiktok.com/@148cm.xq/video/7306890580200525061,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,30.46666667,914,1024,576,30
208,Beauty_208.mp4,train,https://www.tiktok.com/@2madames/video/7306805430326430982,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,44.1,1323,1024,576,30
209,Beauty_209.mp4,test,https://www.tiktok.com/@2pofficial/video/7308723982470089989,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,41.66666667,1250,1024,576,30
209,Beauty_209.mp4,validation,https://www.tiktok.com/@2pofficial/video/7308723982470089989,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,41.66666667,1250,1024,576,30
210,Beauty_210.mp4,train,https://www.tiktok.com/@4u2thailand/video/7305699454093462789,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,14.6,438,1024,576,30
211,Beauty_211.mp4,test,https://www.tiktok.com/@8first8/video/7312881375990861061,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,104.7666667,3143,1024,576,30
211,Beauty_211.mp4,validation,https://www.tiktok.com/@8first8/video/7312881375990861061,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,104.7666667,3143,1024,576,30
212,Beauty_212.mp4,train,https://www.tiktok.com/@aaeeyyy17/video/7313520452373122309,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,34.1,1023,1024,576,30
213,Beauty_213.mp4,test,https://www.tiktok.com/@achasai/video/7310612142439337222,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,37.06666667,1112,1024,576,30
213,Beauty_213.mp4,validation,https://www.tiktok.com/@achasai/video/7310612142439337222,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,37.06666667,1112,1024,576,30
214,Beauty_214.mp4,train,https://www.tiktok.com/@achirachaya92/video/7306845648190590213,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,50.23333333,1507,1024,576,30
215,Beauty_215.mp4,train,https://www.tiktok.com/@achirachaya92/video/7312288034211269889,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,28.26666667,848,1024,576,30
216,Beauty_216.mp4,train,https://www.tiktok.com/@achirachaya92/video/7312649142109588738,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,39.7,1191,1024,576,30
217,Beauty_217.mp4,train,https://www.tiktok.com/@admin.golf/video/7307554309619698950,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,97.96666667,2939,1024,576,30
218,Beauty_218.mp4,train,https://www.tiktok.com/@admin.golf/video/7310878987826351365,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,89.2,2676,1024,576,30
219,Beauty_219.mp4,train,https://www.tiktok.com/@admin.golf/video/7312355487347920133,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,49.16666667,1475,1024,576,30
220,Beauty_220.mp4,train,https://www.tiktok.com/@a.pornthip/video/7305770249381563654,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,31.86666667,956,1024,576,30
221,Beauty_221.mp4,train,https://www.tiktok.com/@armmakeup/video/7314888038302190854,Beauty and Fashion,skincare,0,0,0,0,0,0,1,0,0,0,0,0,54.73333333,1642,1024,576,30
222,Beauty_222.mp4,train,https://www.tiktok.com/@aujundiaries/video/7308700271452998918,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,226.0666667,6782,1024,576,30
223,Beauty_223.mp4,train,https://www.tiktok.com/@aumpcrp_26/video/7310157099462429957,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,36.26666667,1088,1024,576,30
224,Beauty_224.mp4,train,https://www.tiktok.com/@aylawhittlep/video/7306087275010526469,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,43.06666667,1292,1024,576,30
225,Beauty_225.mp4,train,https://www.tiktok.com/@babygooddd/video/7309431927193275654,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,19,570,1024,576,30
226,Beauty_226.mp4,train,https://www.tiktok.com/@babyjingko/video/7315762083050573062,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,58,1740,1024,576,30
227,Beauty_227.mp4,train,https://www.tiktok.com/@busgobogus9/video/7305757742910754054,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,83.86666667,2516,1024,576,30
228,Beauty_228.mp4,train,https://www.tiktok.com/@doctorpattippaclinic/video/7305756222576184582,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,39.36666667,1181,1024,576,30
229,Beauty_229.mp4,train,https://www.tiktok.com/@earn.earnkan/video/7305728217913019653,Beauty and Fashion,skincare,0,0,0,0,0,0,1,0,0,0,0,0,13.26666667,398,1024,576,30
230,Beauty_230.mp4,train,https://www.tiktok.com/@fomefommedsk/video/7305767044572646662,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,11.2,336,1024,576,30
231,Beauty_231.mp4,train,https://www.tiktok.com/@gurucheck_tiktok/video/7305732055718038789,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,87.16666667,2615,1024,576,30
232,Beauty_232.mp4,train,https://www.tiktok.com/@heejins.gram/video/7305665533939174661,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,59.76666667,1793,1024,576,30
233,Beauty_233.mp4,train,https://www.tiktok.com/@khonkaenjudtem/video/7308679427213348101,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,105.5666667,3167,1024,576,30
234,Beauty_234.mp4,train,https://www.tiktok.com/@lorealparisth_store/video/7305621674563554565,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,32.36666667,971,1024,576,30
235,Beauty_235.mp4,train,https://www.tiktok.com/@lorealparisth_store/video/7305771744600575237,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,30.7,921,1024,576,30
236,Beauty_236.mp4,train,https://www.tiktok.com/@madamfunny/video/7305665883412696325,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,114.5333333,3436,1024,576,30
237,Beauty_237.mp4,train,https://www.tiktok.com/@maximinpng/video/7305706568589266182,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,38.63333333,1159,1024,576,30
238,Beauty_238.mp4,train,https://www.tiktok.com/@millebeaute/video/7305676127119363333,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,66.4,1992,1024,576,30
239,Beauty_239.mp4,train,https://www.tiktok.com/@miniskincare_4289/video/7310909700055371014,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,22.4,672,1024,576,30
240,Beauty_240.mp4,train,https://www.tiktok.com/@minkminintp/video/7316843825756900613,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,46.36666667,1391,1024,576,30
241,Beauty_241.mp4,train,https://www.tiktok.com/@minkminintp/video/7316861718313929989,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,51.46666667,1544,1024,576,30
242,Beauty_242.mp4,train,https://www.tiktok.com/@momonhappygirl/video/7305610111618256134,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,108.7333333,3262,1024,576,30
243,Beauty_243.mp4,train,https://www.tiktok.com/@mone_268/video/7313051199517789445,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,20.96666667,629,1024,576,30
244,Beauty_244.mp4,train,https://www.tiktok.com/@mookmukee/video/7309151582875143430,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,23.23333333,697,1024,576,30
245,Beauty_245.mp4,train,https://www.tiktok.com/@mossarellaaa/video/7305659652396567813,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,21.66666667,650,1024,576,30
246,Beauty_246.mp4,train,https://www.tiktok.com/@nf_kamonchanok/video/7305757569816038662,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,88.66666667,2660,1024,576,30
247,Beauty_247.mp4,train,https://www.tiktok.com/@nuipapass/video/7305621115064306950,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,143.6,4308,1024,576,30
248,Beauty_248.mp4,train,https://www.tiktok.com/@pingpingmalinee/video/7305723041613352198,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,57.16666667,1715,1024,576,30
249,Beauty_249.mp4,train,https://www.tiktok.com/@purelove.pushfamily/video/7305558435838430469,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,67.53333333,2026,1024,576,30
250,Beauty_250.mp4,train,https://www.tiktok.com/@tonkratkt/video/7310894549281426695,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,41.26666667,1238,1024,576,30
251,Beauty_251.mp4,train,https://www.tiktok.com/@turk_tk/video/7305717286990580997,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,77.26666667,2318,1024,576,30
252,Beauty_252.mp4,train,https://www.tiktok.com/@yepiamsinn/video/7314279180626185478,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,122.3333333,3670,1024,576,30
253,Beauty_253.mp4,train,https://www.tiktok.com/@yingbestchannel/video/7309811610602933509,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,54.66666667,1640,1024,576,30
254,Beauty_254.mp4,train,https://www.tiktok.com/@yodcherryceoterry/video/7306137213119565062,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,70.3,2109,1024,576,30
255,Beauty_255.mp4,train,https://www.tiktok.com/@yodcherryceoterry/video/7306171445586021638,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,75.06666667,2252,1024,576,30
256,Beauty_256.mp4,train,https://www.tiktok.com/@yodcherryceoterry/video/7307460267326082309,Beauty and Fashion,Skincare,0,0,0,0,0,0,1,0,0,0,0,0,68.16666667,2045,1024,576,30
